STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,FREQ,Frequency,CLIMATE_CHANGE_INDICATORS,Climate Change Indicators,GEO_PICT,Pacific Island Countries and territories,TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_STATUS,Observation Status,UNIT_MEASURE,Unit of measure,ERROR_TYPE,Error type,ERROR_VAL,Error value,REPORTING_TYPE,Reporting Type,OBS_COMMENT,Comment
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,GHG_EMI_CAPITA,Greenhouse gaz emission per capita,NR,Naoero,2020,,0.1,,,,TON,tonnes,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,GHG_EMI_CAPITA,Greenhouse gaz emission per capita,NR,Naoero,2021,,0.1,,,,TON,tonnes,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,GHG_EMI_CAPITA,Greenhouse gaz emission per capita,NR,Naoero,2022,,0.1,,,,TON,tonnes,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,GHG_EMI_CAPITA,Greenhouse gaz emission per capita,NR,Naoero,2023,,0.1,,,,TON,tonnes,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,GHG_EMI_CAPITA,Greenhouse gaz emission per capita,NR,Naoero,2024,,0.1,,,,TON,tonnes,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,GHG_EMI_CAPITA,Greenhouse gaz emission per capita,KI,Kiribati,1970,,0.5,,,,TON,tonnes,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,GHG_EMI_CAPITA,Greenhouse gaz emission per capita,KI,Kiribati,1971,,0.5,,,,TON,tonnes,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,GHG_EMI_CAPITA,Greenhouse gaz emission per capita,KI,Kiribati,1972,,0.5,,,,TON,tonnes,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,GHG_EMI_CAPITA,Greenhouse gaz emission per capita,KI,Kiribati,1973,,0.6,,,,TON,tonnes,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,GHG_EMI_CAPITA,Greenhouse gaz emission per capita,KI,Kiribati,1974,,0.7,,,,TON,tonnes,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,GHG_EMI_CAPITA,Greenhouse gaz emission per capita,KI,Kiribati,1975,,0.6,,,,TON,tonnes,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,GHG_EMI_CAPITA,Greenhouse gaz emission per capita,KI,Kiribati,1976,,0.6,,,,TON,tonnes,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,GHG_EMI_CAPITA,Greenhouse gaz emission per capita,KI,Kiribati,1977,,0.6,,,,TON,tonnes,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,GHG_EMI_CAPITA,Greenhouse gaz emission per capita,KI,Kiribati,1978,,0.6,,,,TON,tonnes,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,GHG_EMI_CAPITA,Greenhouse gaz emission per capita,KI,Kiribati,1979,,0.7,,,,TON,tonnes,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,GHG_EMI_CAPITA,Greenhouse gaz emission per capita,KI,Kiribati,1980,,0.7,,,,TON,tonnes,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,GHG_EMI_CAPITA,Greenhouse gaz emission per capita,KI,Kiribati,1981,,0.7,,,,TON,tonnes,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,GHG_EMI_CAPITA,Greenhouse gaz emission per capita,KI,Kiribati,1982,,0.7,,,,TON,tonnes,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,GHG_EMI_CAPITA,Greenhouse gaz emission per capita,KI,Kiribati,1983,,0.7,,,,TON,tonnes,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,GHG_EMI_CAPITA,Greenhouse gaz emission per capita,KI,Kiribati,1984,,0.4,,,,TON,tonnes,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,GHG_EMI_CAPITA,Greenhouse gaz emission per capita,KI,Kiribati,1985,,0.4,,,,TON,tonnes,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,GHG_EMI_CAPITA,Greenhouse gaz emission per capita,KI,Kiribati,1986,,0.4,,,,TON,tonnes,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,GHG_EMI_CAPITA,Greenhouse gaz emission per capita,KI,Kiribati,1987,,0.5,,,,TON,tonnes,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,GHG_EMI_CAPITA,Greenhouse gaz emission per capita,KI,Kiribati,1988,,0.4,,,,TON,tonnes,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,GHG_EMI_CAPITA,Greenhouse gaz emission per capita,KI,Kiribati,1989,,0.4,,,,TON,tonnes,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,GHG_EMI_CAPITA,Greenhouse gaz emission per capita,KI,Kiribati,1990,,0.4,,,,TON,tonnes,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,GHG_EMI_CAPITA,Greenhouse gaz emission per capita,KI,Kiribati,1991,,0.4,,,,TON,tonnes,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,GHG_EMI_CAPITA,Greenhouse gaz emission per capita,KI,Kiribati,1992,,0.5,,,,TON,tonnes,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,GHG_EMI_CAPITA,Greenhouse gaz emission per capita,KI,Kiribati,1993,,0.5,,,,TON,tonnes,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,GHG_EMI_CAPITA,Greenhouse gaz emission per capita,KI,Kiribati,1994,,0.5,,,,TON,tonnes,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,GHG_EMI_CAPITA,Greenhouse gaz emission per capita,KI,Kiribati,1995,,0.4,,,,TON,tonnes,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,GHG_EMI_CAPITA,Greenhouse gaz emission per capita,KI,Kiribati,1996,,0.4,,,,TON,tonnes,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,GHG_EMI_CAPITA,Greenhouse gaz emission per capita,KI,Kiribati,1997,,0.4,,,,TON,tonnes,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,GHG_EMI_CAPITA,Greenhouse gaz emission per capita,KI,Kiribati,1998,,0.4,,,,TON,tonnes,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,GHG_EMI_CAPITA,Greenhouse gaz emission per capita,KI,Kiribati,1999,,0.4,,,,TON,tonnes,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,GHG_EMI_CAPITA,Greenhouse gaz emission per capita,KI,Kiribati,2000,,0.6,,,,TON,tonnes,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,GHG_EMI_CAPITA,Greenhouse gaz emission per capita,KI,Kiribati,2001,,0.5,,,,TON,tonnes,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,GHG_EMI_CAPITA,Greenhouse gaz emission per capita,KI,Kiribati,2002,,0.7,,,,TON,tonnes,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,GHG_EMI_CAPITA,Greenhouse gaz emission per capita,KI,Kiribati,2003,,0.7,,,,TON,tonnes,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,GHG_EMI_CAPITA,Greenhouse gaz emission per capita,KI,Kiribati,2004,,0.7,,,,TON,tonnes,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,GHG_EMI_CAPITA,Greenhouse gaz emission per capita,KI,Kiribati,2005,,0.9,,,,TON,tonnes,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,GHG_EMI_CAPITA,Greenhouse gaz emission per capita,KI,Kiribati,2006,,0.9,,,,TON,tonnes,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,GHG_EMI_CAPITA,Greenhouse gaz emission per capita,KI,Kiribati,2007,,0.8,,,,TON,tonnes,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,GHG_EMI_CAPITA,Greenhouse gaz emission per capita,KI,Kiribati,2008,,0.9,,,,TON,tonnes,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,GHG_EMI_CAPITA,Greenhouse gaz emission per capita,KI,Kiribati,2009,,0.8,,,,TON,tonnes,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,GHG_EMI_CAPITA,Greenhouse gaz emission per capita,KI,Kiribati,2010,,0.8,,,,TON,tonnes,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,GHG_EMI_CAPITA,Greenhouse gaz emission per capita,KI,Kiribati,2011,,0.7,,,,TON,tonnes,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,GHG_EMI_CAPITA,Greenhouse gaz emission per capita,KI,Kiribati,2012,,0.7,,,,TON,tonnes,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,GHG_EMI_CAPITA,Greenhouse gaz emission per capita,KI,Kiribati,2013,,0.8,,,,TON,tonnes,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,GHG_EMI_CAPITA,Greenhouse gaz emission per capita,KI,Kiribati,2014,,0.8,,,,TON,tonnes,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,GHG_EMI_CAPITA,Greenhouse gaz emission per capita,KI,Kiribati,2015,,0.8,,,,TON,tonnes,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,GHG_EMI_CAPITA,Greenhouse gaz emission per capita,KI,Kiribati,2016,,0.8,,,,TON,tonnes,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,GHG_EMI_CAPITA,Greenhouse gaz emission per capita,KI,Kiribati,2017,,0.8,,,,TON,tonnes,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,GHG_EMI_CAPITA,Greenhouse gaz emission per capita,KI,Kiribati,2018,,0.9,,,,TON,tonnes,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,GHG_EMI_CAPITA,Greenhouse gaz emission per capita,KI,Kiribati,2019,,0.9,,,,TON,tonnes,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,GHG_EMI_CAPITA,Greenhouse gaz emission per capita,KI,Kiribati,2020,,0.8,,,,TON,tonnes,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,GHG_EMI_CAPITA,Greenhouse gaz emission per capita,KI,Kiribati,2021,,0.9,,,,TON,tonnes,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,GHG_EMI_CAPITA,Greenhouse gaz emission per capita,KI,Kiribati,2022,,0.8,,,,TON,tonnes,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,GHG_EMI_CAPITA,Greenhouse gaz emission per capita,KI,Kiribati,2023,,0.8,,,,TON,tonnes,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,GHG_EMI_CAPITA,Greenhouse gaz emission per capita,KI,Kiribati,2024,,0.9,,,,TON,tonnes,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,GHG_EMI_CAPITA,Greenhouse gaz emission per capita,FJ,Fiji,1970,,2.6,,,,TON,tonnes,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,GHG_EMI_CAPITA,Greenhouse gaz emission per capita,FJ,Fiji,1971,,2.6,,,,TON,tonnes,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,GHG_EMI_CAPITA,Greenhouse gaz emission per capita,FJ,Fiji,1972,,2.6,,,,TON,tonnes,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,GHG_EMI_CAPITA,Greenhouse gaz emission per capita,FJ,Fiji,1973,,2.9,,,,TON,tonnes,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,GHG_EMI_CAPITA,Greenhouse gaz emission per capita,FJ,Fiji,1974,,3.2,,,,TON,tonnes,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,GHG_EMI_CAPITA,Greenhouse gaz emission per capita,FJ,Fiji,1975,,2.9,,,,TON,tonnes,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,GHG_EMI_CAPITA,Greenhouse gaz emission per capita,FJ,Fiji,1976,,2.9,,,,TON,tonnes,,,,,N,National,,
