STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,FREQ,Frequency,CLIMATE_CHANGE_INDICATORS,Climate Change Indicators,GEO_PICT,Pacific Island Countries and territories,TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_STATUS,Observation Status,UNIT_MEASURE,Unit of measure,ERROR_TYPE,Error type,ERROR_VAL,Error value,REPORTING_TYPE,Reporting Type,OBS_COMMENT,Comment
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,SEA_LVL,Sea Level Anomalies,PG,Papua New Guinea,1993,,-0.1,,,,METER,meter,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,SEA_LVL,Sea Level Anomalies,PG,Papua New Guinea,1994,,0,,,,METER,meter,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,SEA_LVL,Sea Level Anomalies,PG,Papua New Guinea,1995,,0,,,,METER,meter,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,SEA_LVL,Sea Level Anomalies,PG,Papua New Guinea,1996,,0,,,,METER,meter,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,SEA_LVL,Sea Level Anomalies,PG,Papua New Guinea,1997,,0,,,,METER,meter,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,SEA_LVL,Sea Level Anomalies,PG,Papua New Guinea,1998,,-0.1,,,,METER,meter,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,SEA_LVL,Sea Level Anomalies,PG,Papua New Guinea,1999,,0,,,,METER,meter,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,SEA_LVL,Sea Level Anomalies,PG,Papua New Guinea,2000,,0.1,,,,METER,meter,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,SEA_LVL,Sea Level Anomalies,PG,Papua New Guinea,2001,,0,,,,METER,meter,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,SEA_LVL,Sea Level Anomalies,PG,Papua New Guinea,2002,,0,,,,METER,meter,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,SEA_LVL,Sea Level Anomalies,PG,Papua New Guinea,2003,,0,,,,METER,meter,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,SEA_LVL,Sea Level Anomalies,PG,Papua New Guinea,2004,,0,,,,METER,meter,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,SEA_LVL,Sea Level Anomalies,PG,Papua New Guinea,2005,,0,,,,METER,meter,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,SEA_LVL,Sea Level Anomalies,PG,Papua New Guinea,2006,,0,,,,METER,meter,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,SEA_LVL,Sea Level Anomalies,PG,Papua New Guinea,2007,,0,,,,METER,meter,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,SEA_LVL,Sea Level Anomalies,PG,Papua New Guinea,2008,,0.1,,,,METER,meter,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,SEA_LVL,Sea Level Anomalies,PG,Papua New Guinea,2009,,0.1,,,,METER,meter,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,SEA_LVL,Sea Level Anomalies,PG,Papua New Guinea,2010,,0,,,,METER,meter,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,SEA_LVL,Sea Level Anomalies,PG,Papua New Guinea,2011,,0.1,,,,METER,meter,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,SEA_LVL,Sea Level Anomalies,PG,Papua New Guinea,2012,,0.1,,,,METER,meter,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,SEA_LVL,Sea Level Anomalies,PG,Papua New Guinea,2013,,0.1,,,,METER,meter,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,SEA_LVL,Sea Level Anomalies,PG,Papua New Guinea,2014,,0.1,,,,METER,meter,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,SEA_LVL,Sea Level Anomalies,PG,Papua New Guinea,2015,,0,,,,METER,meter,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,SEA_LVL,Sea Level Anomalies,PG,Papua New Guinea,2016,,0,,,,METER,meter,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,SEA_LVL,Sea Level Anomalies,PG,Papua New Guinea,2017,,0.1,,,,METER,meter,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,SEA_LVL,Sea Level Anomalies,PG,Papua New Guinea,2018,,0.1,,,,METER,meter,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,SEA_LVL,Sea Level Anomalies,PG,Papua New Guinea,2019,,0.1,,,,METER,meter,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,SEA_LVL,Sea Level Anomalies,PG,Papua New Guinea,2020,,0.1,,,,METER,meter,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,SEA_LVL,Sea Level Anomalies,PG,Papua New Guinea,2021,,0.1,,,,METER,meter,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,SEA_LVL,Sea Level Anomalies,PG,Papua New Guinea,2022,,0.2,,,,METER,meter,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,SEA_LVL,Sea Level Anomalies,PG,Papua New Guinea,2023,,0.1,,,,METER,meter,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,SEA_LVL,Sea Level Anomalies,AS,American Samoa,1993,,0,,,,METER,meter,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,SEA_LVL,Sea Level Anomalies,AS,American Samoa,1994,,0,,,,METER,meter,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,SEA_LVL,Sea Level Anomalies,AS,American Samoa,1995,,0,,,,METER,meter,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,SEA_LVL,Sea Level Anomalies,AS,American Samoa,1996,,0.1,,,,METER,meter,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,SEA_LVL,Sea Level Anomalies,AS,American Samoa,1997,,0,,,,METER,meter,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,SEA_LVL,Sea Level Anomalies,AS,American Samoa,1998,,-0.2,,,,METER,meter,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,SEA_LVL,Sea Level Anomalies,AS,American Samoa,1999,,0,,,,METER,meter,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,SEA_LVL,Sea Level Anomalies,AS,American Samoa,2000,,0,,,,METER,meter,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,SEA_LVL,Sea Level Anomalies,AS,American Samoa,2001,,0,,,,METER,meter,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,SEA_LVL,Sea Level Anomalies,AS,American Samoa,2002,,0,,,,METER,meter,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,SEA_LVL,Sea Level Anomalies,AS,American Samoa,2003,,0,,,,METER,meter,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,SEA_LVL,Sea Level Anomalies,AS,American Samoa,2004,,0.1,,,,METER,meter,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,SEA_LVL,Sea Level Anomalies,AS,American Samoa,2005,,0,,,,METER,meter,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,SEA_LVL,Sea Level Anomalies,AS,American Samoa,2006,,0.1,,,,METER,meter,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,SEA_LVL,Sea Level Anomalies,AS,American Samoa,2007,,0.1,,,,METER,meter,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,SEA_LVL,Sea Level Anomalies,AS,American Samoa,2008,,0.1,,,,METER,meter,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,SEA_LVL,Sea Level Anomalies,AS,American Samoa,2009,,0,,,,METER,meter,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,SEA_LVL,Sea Level Anomalies,AS,American Samoa,2010,,0,,,,METER,meter,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,SEA_LVL,Sea Level Anomalies,AS,American Samoa,2011,,0.1,,,,METER,meter,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,SEA_LVL,Sea Level Anomalies,AS,American Samoa,2012,,0,,,,METER,meter,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,SEA_LVL,Sea Level Anomalies,AS,American Samoa,2013,,0,,,,METER,meter,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,SEA_LVL,Sea Level Anomalies,AS,American Samoa,2014,,0,,,,METER,meter,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,SEA_LVL,Sea Level Anomalies,AS,American Samoa,2015,,0.1,,,,METER,meter,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,SEA_LVL,Sea Level Anomalies,AS,American Samoa,2016,,0,,,,METER,meter,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,SEA_LVL,Sea Level Anomalies,AS,American Samoa,2017,,0.1,,,,METER,meter,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,SEA_LVL,Sea Level Anomalies,AS,American Samoa,2018,,0.1,,,,METER,meter,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,SEA_LVL,Sea Level Anomalies,AS,American Samoa,2019,,0.1,,,,METER,meter,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,SEA_LVL,Sea Level Anomalies,AS,American Samoa,2020,,0.1,,,,METER,meter,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,SEA_LVL,Sea Level Anomalies,AS,American Samoa,2021,,0.1,,,,METER,meter,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,SEA_LVL,Sea Level Anomalies,AS,American Samoa,2022,,0.1,,,,METER,meter,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,SEA_LVL,Sea Level Anomalies,AS,American Samoa,2023,,0.1,,,,METER,meter,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,SEA_LVL,Sea Level Anomalies,WS,Samoa,1993,,0,,,,METER,meter,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,SEA_LVL,Sea Level Anomalies,WS,Samoa,1994,,0,,,,METER,meter,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,SEA_LVL,Sea Level Anomalies,WS,Samoa,1995,,0,,,,METER,meter,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,SEA_LVL,Sea Level Anomalies,WS,Samoa,1996,,0.1,,,,METER,meter,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,SEA_LVL,Sea Level Anomalies,WS,Samoa,1997,,0,,,,METER,meter,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,SEA_LVL,Sea Level Anomalies,WS,Samoa,1998,,-0.2,,,,METER,meter,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,SEA_LVL,Sea Level Anomalies,WS,Samoa,1999,,0,,,,METER,meter,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,SEA_LVL,Sea Level Anomalies,WS,Samoa,2000,,0,,,,METER,meter,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,SEA_LVL,Sea Level Anomalies,WS,Samoa,2001,,0,,,,METER,meter,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,SEA_LVL,Sea Level Anomalies,WS,Samoa,2002,,0,,,,METER,meter,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,SEA_LVL,Sea Level Anomalies,WS,Samoa,2003,,0,,,,METER,meter,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,SEA_LVL,Sea Level Anomalies,WS,Samoa,2004,,0.1,,,,METER,meter,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,SEA_LVL,Sea Level Anomalies,WS,Samoa,2005,,0,,,,METER,meter,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,SEA_LVL,Sea Level Anomalies,WS,Samoa,2006,,0.1,,,,METER,meter,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,SEA_LVL,Sea Level Anomalies,WS,Samoa,2007,,0.1,,,,METER,meter,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,SEA_LVL,Sea Level Anomalies,WS,Samoa,2008,,0.1,,,,METER,meter,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,SEA_LVL,Sea Level Anomalies,WS,Samoa,2009,,0,,,,METER,meter,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,SEA_LVL,Sea Level Anomalies,WS,Samoa,2010,,0,,,,METER,meter,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,SEA_LVL,Sea Level Anomalies,WS,Samoa,2011,,0.1,,,,METER,meter,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,SEA_LVL,Sea Level Anomalies,WS,Samoa,2012,,0.1,,,,METER,meter,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,SEA_LVL,Sea Level Anomalies,WS,Samoa,2013,,0,,,,METER,meter,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,SEA_LVL,Sea Level Anomalies,WS,Samoa,2014,,0,,,,METER,meter,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,SEA_LVL,Sea Level Anomalies,WS,Samoa,2015,,0.1,,,,METER,meter,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,SEA_LVL,Sea Level Anomalies,WS,Samoa,2016,,0,,,,METER,meter,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,SEA_LVL,Sea Level Anomalies,WS,Samoa,2017,,0.1,,,,METER,meter,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,SEA_LVL,Sea Level Anomalies,WS,Samoa,2018,,0.1,,,,METER,meter,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,SEA_LVL,Sea Level Anomalies,WS,Samoa,2019,,0.1,,,,METER,meter,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,SEA_LVL,Sea Level Anomalies,WS,Samoa,2020,,0.1,,,,METER,meter,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,SEA_LVL,Sea Level Anomalies,WS,Samoa,2021,,0.2,,,,METER,meter,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,SEA_LVL,Sea Level Anomalies,WS,Samoa,2022,,0.1,,,,METER,meter,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,SEA_LVL,Sea Level Anomalies,WS,Samoa,2023,,0.1,,,,METER,meter,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,SEA_LVL,Sea Level Anomalies,NU,Niue,1993,,0,,,,METER,meter,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,SEA_LVL,Sea Level Anomalies,NU,Niue,1994,,0,,,,METER,meter,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,SEA_LVL,Sea Level Anomalies,NU,Niue,1995,,0,,,,METER,meter,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,SEA_LVL,Sea Level Anomalies,NU,Niue,1996,,0,,,,METER,meter,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,SEA_LVL,Sea Level Anomalies,NU,Niue,1997,,0,,,,METER,meter,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,SEA_LVL,Sea Level Anomalies,NU,Niue,1998,,0,,,,METER,meter,,,,,N,National,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,SEA_LVL,Sea Level Anomalies,NU,Niue,1999,,0,,,,METER,meter,,,,,N,National,,
